Facility ID,Name,Address,Regulation Date,Expiration Date,Conditional,Inspection 1 Date,Inspection 1 Type,Inspection 1 Findings,Inspection 1 Checklists,Inspection 2 Date,Inspection 2 Type,Inspection 2 Findings,Inspection 2 Checklists,Inspection 3 Date,Inspection 3 Type,Inspection 3 Findings,Inspection 3 Checklists,Inspection 4 Date,Inspection 4 Type,Inspection 4 Findings,Inspection 4 Checklists,Inspection 5 Date,Inspection 5 Type,Inspection 5 Findings,Inspection 5 Checklists,Inspection 6 Date,Inspection 6 Type,Inspection 6 Findings,Inspection 6 Checklists,Inspection 7 Date,Inspection 7 Type,Inspection 7 Findings,Inspection 7 Checklists,Inspection 8 Date,Inspection 8 Type,Inspection 8 Findings,Inspection 8 Checklists,Inspection 9 Date,Inspection 9 Type,Inspection 9 Findings,Inspection 9 Checklists,Inspection 10 Date,Inspection 10 Type,Inspection 10 Findings,Inspection 10 Checklists,Inspection 11 Date,Inspection 11 Type,Inspection 11 Findings,Inspection 11 Checklists,Inspection 12 Date,Inspection 12 Type,Inspection 12 Findings,Inspection 12 Checklists,Inspection 13 Date,Inspection 13 Type,Inspection 13 Findings,Inspection 13 Checklists,Inspection 14 Date,Inspection 14 Type,Inspection 14 Findings,Inspection 14 Checklists,Inspection 15 Date,Inspection 15 Type,Inspection 15 Findings,Inspection 15 Checklists,Inspection 16 Date,Inspection 16 Type,Inspection 16 Findings,Inspection 16 Checklists,Inspection 17 Date,Inspection 17 Type,Inspection 17 Findings,Inspection 17 Checklists,Inspection 18 Date,Inspection 18 Type,Inspection 18 Findings,Inspection 18 Checklists,Inspection 19 Date,Inspection 19 Type,Inspection 19 Findings,Inspection 19 Checklists,Inspection 20 Date,Inspection 20 Type,Inspection 20 Findings,Inspection 20 Checklists
99864,CERTS dba La Europa Academy (RT),"1135 E Vine St, Murray, UT, 84121",2022-03-01,2027-02-28,False,2026-07-29,2nd Unannounced,None,1138043; Census=36; Capacity=36; Contact=Iris Wagner; Licensor=Heather Holbrook; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93248,Catalyst Residential Treatment Center dba Gray House,"1004 S 1025 W, Brigham City, UT, 84302",2022-04-01,2027-03-31,False,2026-07-21,2nd Unannounced,None,1122444; Census=26; Capacity=26; Contact=Kaylee Loveland (Smith); Licensor=Josilyn Bertrand; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93247,Catalyst Residential Treatment Center dba Red House,"970 S 1025 W, Brigham City, UT, 84302",2022-04-01,2027-03-31,False,2026-07-21,2nd Unannounced,None,1122326; Census=24; Capacity=24; Contact=Kaylee Loveland (Smith); Licensor=Josilyn Bertrand; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93323,Certs dba Kolob Canyon Residential Treatment Center,"1338 E 600 S, New Harmony, UT, 84757",2022-06-01,2027-05-31,False,2026-07-13,"Unannounced, Annual Inspection",None,1107463; Census=16; Contact=Wendi Hunt; Licensor=Larry Black; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93321,Certs dba Moonridge Academy,"9450 W 2400 S, Cedar City, UT, 84720",2022-06-01,2027-05-31,False,2026-07-13,"Unannounced, Annual Inspection",None,1107444; Census=24; Contact=Craig; Licensor=Larry Black; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93342,Compass Academy 1 LLC,"4800 E 17160 N, Moroni, UT, 84646",2022-07-01,2027-06-30,False,2026-07-13,"Unannounced, Annual Inspection",None,1112003; Census=16; Capacity=16; Contact=Jennifer Harring; Licensor=PattiJo Hopes; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94407,Crossroads Academy dba CRA Residential Treatment,"5545 S 1225 E, South Ogden, UT, 84403",2022-12-16,2027-08-31,False,2026-06-04,Investigation Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93408,Discovery Ranch - Mapleton,"1308 S 1600 W, Mapleton, UT, 84664",2022-07-01,2026-11-30,False,2026-06-10,Investigation Inspection,None,,2026-06-10,Investigation Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93244,Discovery Ranch South,"4928 N 4500 W, Cedar City, UT, 84721",2021-11-01,2026-08-31,False,2026-08-05,"Unannounced, Annual Inspection",None,1148283; Census=60; Capacity=60; Contact=McKenzie Hall; Licensor=Larry Black; Method=text,2026-05-27,Investigation Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93412,"Eagle Ranch Academy, Inc","115 W 1470 S, Saint George, UT, 84770",2022-05-01,2027-04-30,False,2025-11-17,Investigation Inspection,"R380-80-5(4): Provider shall protect clients from abuse, prevent abuse | Finding: The provider was out of compliance with R380-80-5(4) by not protecting clients from harm or mistreatment and any action that may compromise the health and safety through acts or omissions and shall instruct and encourage others to do the same. During the investigation inspection, the evidence substantiated that on November 4, 2025, staff members harmed a client by forcibly removing a client from the top bunk of a bed. During the unnecessary physical restraint, a staff member pulled the client downward, causing the client’s head to strike the staff member’s knee and subsequently hit the floor; the client incurred a concussion. 
 || R380-80-5(3): Provider shall comply with policies and safe practices | Finding: The provider was out of compliance with R380-80-5(3) by not complying with applicable and safe practices that address the appropriate treatment of clients. During the investigation, the evidence substantiated that two staff members failed to comply with the provider’s behavior management policy and procedure by conducting a physical restraint on a client who was not a harm to themselves or others, for staff convenience. 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93443,Elevations RTC,"2650 W 2700 S, Syracuse, UT, 84075",2022-06-01,2027-07-31,False,2026-07-01,Investigation Inspection,None,,2026-06-17,Investigation Inspection,None,,2026-06-02,Investigation Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93636,"Embark Behavioral Health- Solacium Sunrise, LLC (Hurricane)","65 N 1150 W, Hurricane, UT, 84737",2022-01-01,2027-01-31,False,2026-07-20,3rd Unannounced,None,1117523; Census=28; Capacity=28; Contact=Shelly Clark; Licensor=Larry Black; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110140,Heritage Schools Inc - Homestead,"10324 South 5850 West, Payson, UT, 84651",2024-04-01,2027-03-31,False,2026-07-20,2nd Unannounced,None,1118164; Census=16; Capacity=16; Contact=Chester Powelson; Licensor=Heather Guanajuato; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93487,"Heritage Schools Inc,  Spark","5600 N Heritage School Dr, Provo, UT, 84604",2021-12-01,2026-11-30,False,2026-07-07,Investigation Inspection,None,,2026-06-23,Investigation Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
