Facility ID,Name,Address,Regulation Date,Expiration Date,Conditional,Inspection 1 Date,Inspection 1 Type,Inspection 1 Findings,Inspection 1 Checklists,Inspection 2 Date,Inspection 2 Type,Inspection 2 Findings,Inspection 2 Checklists,Inspection 3 Date,Inspection 3 Type,Inspection 3 Findings,Inspection 3 Checklists,Inspection 4 Date,Inspection 4 Type,Inspection 4 Findings,Inspection 4 Checklists,Inspection 5 Date,Inspection 5 Type,Inspection 5 Findings,Inspection 5 Checklists,Inspection 6 Date,Inspection 6 Type,Inspection 6 Findings,Inspection 6 Checklists,Inspection 7 Date,Inspection 7 Type,Inspection 7 Findings,Inspection 7 Checklists,Inspection 8 Date,Inspection 8 Type,Inspection 8 Findings,Inspection 8 Checklists,Inspection 9 Date,Inspection 9 Type,Inspection 9 Findings,Inspection 9 Checklists,Inspection 10 Date,Inspection 10 Type,Inspection 10 Findings,Inspection 10 Checklists,Inspection 11 Date,Inspection 11 Type,Inspection 11 Findings,Inspection 11 Checklists,Inspection 12 Date,Inspection 12 Type,Inspection 12 Findings,Inspection 12 Checklists,Inspection 13 Date,Inspection 13 Type,Inspection 13 Findings,Inspection 13 Checklists,Inspection 14 Date,Inspection 14 Type,Inspection 14 Findings,Inspection 14 Checklists,Inspection 15 Date,Inspection 15 Type,Inspection 15 Findings,Inspection 15 Checklists,Inspection 16 Date,Inspection 16 Type,Inspection 16 Findings,Inspection 16 Checklists,Inspection 17 Date,Inspection 17 Type,Inspection 17 Findings,Inspection 17 Checklists,Inspection 18 Date,Inspection 18 Type,Inspection 18 Findings,Inspection 18 Checklists,Inspection 19 Date,Inspection 19 Type,Inspection 19 Findings,Inspection 19 Checklists,Inspection 20 Date,Inspection 20 Type,Inspection 20 Findings,Inspection 20 Checklists
93244,Discovery Ranch South,"4928 N 4500 W, Cedar City, UT, 84721",2021-11-01,2026-08-31,False,2026-07-06,"Follow-Up Inspection, Non On-Site Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93413,Elements Wilderness Program dba Huntington,"1190 N Mohrland Rd, Huntington, UT, 84528",2022-05-01,2027-04-30,False,2026-06-22,"Unannounced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93443,Elevations RTC,"2650 W 2700 S, Syracuse, UT, 84075",2022-06-01,2027-05-31,False,2026-07-07,Pre-Inspection,None,"1117603; Census=42; Capacity=90; Contact=Jennifer Wilde, Ryan Mortensen, Judi Jacques; Eric Flores; Licensor=Chanesea Butler & Robert Jones; Method=text",2026-06-30,2nd Unannounced,None,"1092663; Census=17; Capacity=90; Contact=Licensor(s) Conducting this Inspection: Chanesea Butler, Robert Jones OL Staff Observing Inspection:; Licensor=Chanesea Butler, Robert Jones; Method=text",2023-12-21,Investigation Inspection,None,,2023-12-14,2nd Unannounced,None,570148; Method=all_failed,2023-12-08,Investigation Inspection,None,,2023-11-27,Investigation Inspection,None,,2023-11-27,Investigation Inspection,None,,2023-09-19,Non On-Site Inspection,None,,2023-08-21,Investigation Inspection,None,551209; Method=all_failed,2023-08-21,"Unannounced, Annual Inspection",None,551209; Method=all_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93981,Embark Behavioral Health dba Embark At Hobble Creek,"266 South. Left Fork Hobble Creek Canyon Rd,, Springville, UT, 84663",2022-08-01,2027-04-30,False,2026-07-09,2nd Unannounced,None,1103343; Census=15; Capacity=19; Contact=Magen Clayson; Licensor=Heather Guanajuato; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93487,"Heritage Schools Inc,  Spark","5600 N Heritage School Dr, Provo, UT, 84604",2021-12-01,2026-11-30,False,2026-06-22,3rd Unannounced,None,1076024; Census=52; Capacity=88; Contact=Cindy Gagon; Licensor=Heather Guanajuato; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117274,"Heritage Schools Inc, Balance","5600 North Heritage School Drive, Provo, UT, 84604",2025-02-03,2026-11-30,False,2026-06-22,3rd Unannounced,None,1076083; Census=5; Capacity=26; Contact=Cindy Gagon; Licensor=Heather Guanajuato; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117277,"Heritage Schools Inc, Elevate Academy","5600 North Heritage School Drive, Provo, UT, 84604",2025-01-15,2026-11-30,False,2026-06-22,3rd Unannounced,None,1076103; Census=22; Capacity=88; Contact=Cindy Gagon; Licensor=Heather Guanajuato; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93488,Heritage Schools Inc. Wasatch,"759 N 1180 E, Orem, UT, 84097",2021-12-01,2026-11-30,False,2026-06-22,3rd Unannounced,None,1075983; Census=6; Capacity=8; Contact=Cindy Gagon; Licensor=Heather Guanajuato; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94923,Heritage Schools Inc. Yosemite,"491 E 450 S, Orem, UT, 84097",2022-12-01,2026-11-30,False,2026-06-22,3rd Unannounced,None,1076043; Census=4; Capacity=8; Contact=Cindy Gagon; Licensor=Heather Guanajuato; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93522,"Magellan Academy, Inc dba Vila Real - Girls","706 N Whitehorse Dr, Spanish Fork, UT, 84660",2022-09-01,2026-08-31,False,2026-06-18,Pre-Inspection,None,"1071443; Contact=Samantha Patient, Terrence James; Licensor=PattiJo Hopes; Method=text | 1071563; Census=14; Capacity=15; Contact=Samantha Patient, Terrence James; Licensor=PattiJo Hopes; Method=text",2026-06-18,"Announced, Annual Inspection",None,"1071443; Contact=Samantha Patient, Terrence James; Licensor=PattiJo Hopes; Method=text | 1071563; Census=14; Capacity=15; Contact=Samantha Patient, Terrence James; Licensor=PattiJo Hopes; Method=text",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93524,"Maple Lake Academy, LLC dba Boy's Home","6612 S 3200 W, Spanish Fork, UT, 84660",2022-07-01,2027-07-31,False,2026-06-29,"Announced, Annual Inspection",None,1087685; Census=9; Capacity=12; Contact=Nichol Holwege; Licensor=Heather Holbrook; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98834,"Mountain Valley Recovery, LLC dba Mountain Valley Ranch","86 N 100 W, Holden, UT, 84636",2022-10-01,2026-09-30,False,2026-06-22,Pre-Inspection,None,1076023; Census=0; Capacity=18; Contact=Loren Pence; Licensor=Cassadra Richards; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93711,Oakgrove School/Waterfall Canyon Academy dba Residential Treatment One,"818 N 950 E, Ogden, UT, 84414",2022-02-01,2027-01-31,False,2026-06-18,Investigation Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93712,Oakgrove School/Waterfall Canyon Academy dba Residential Treatment Two,"700 25th St, Ogden, UT, 84401",2022-02-01,2027-01-31,False,2026-06-16,Investigation Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93537,"OASIS Ascent (DT, RT, OT)","122 N 600 W, Provo, UT, 84601",2022-01-01,2026-12-31,False,2023-11-01,Non On-Site Inspection,None,,2023-11-01,Non On-Site Inspection,None,,2023-10-31,Investigation Inspection,None,,2023-09-26,"Focus Inspection, Focus, Non On-Site","R501-1-11(2)(a)-(f): Licensed Program Complaints and Critical Incidents | Finding: The provider was out of compliance with this rule by not submitting 5 critical incident reports within one business day. The incidents occurred as follows:
The incident occurred on 9/18/2023 and was reported on 9/26/2023.
The incident occurred on 9/23/2023 and was reported on 9/26/2023.
The incident occurred on 9/24/2023 and was reported on 9/26/2023.
The incident occurred on 9/24/2023 and was reported on 9/26/2023.
The incident occurred on 9/24/2023 and was reported on 9/26/2023.",,2023-08-10,3rd Unannounced,None,551225; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119530,Oxbow Academy (East House),"11470 E. 16000 N. , Mount Pleasant, UT, 84647",2025-06-30,2027-06-30,False,2026-06-11,"Announced, Annual Inspection",None,1066924; Census=9; Capacity=16; Contact=Alan Kendall; Licensor=PattiJo Hopes; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119535,Oxbow Academy (Evaluation House),"11470 E. 16000 N. , Mount Pleasant, UT, 84647",2025-06-30,2027-06-30,False,2026-06-11,"Announced, Annual Inspection",None,1066923; Census=9; Capacity=16; Contact=Alan Kendall; Licensor=PattiJo Hopes; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119533,Oxbow Academy (West House),"11470 E. 16000 N. , Mount Pleasant, UT, 84647",2025-06-30,2027-06-30,False,2026-06-11,"Announced, Annual Inspection",None,1066963; Census=7; Capacity=16; Contact=Alan Kendall; Licensor=PattiJo Hopes; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93560,Oxbow Academy (West Campus),"95 N State St, Wales, UT, 84667",2022-02-01,2027-01-31,False,2026-06-23,2nd Unannounced,None,1076803; Census=13; Capacity=24; Contact=Seyanna Carpenter; Licensor=PattiJo Hopes; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93624,Renewed Hope Treatment Center,"425 E 6000 N, Enoch, UT, 84721",2022-09-01,2026-08-31,False,2026-07-07,"Announced, Annual Inspection","R501-1-8(1)(a)-(i): Facility and safety requirements | Finding: The Licensee was out of compliance with R501-1-8(a)(b) by not maintaining facility so its clean and free from health and safety hazards. During the inspection building maintaince issues where observed in the dorms and school buildings. This is a repeat noncompliance as noted on 4/23/26, 2/4/26, 4/1/25, 4/23/24, 2/7/24, 8/1/23. Technical assistance was provided on 11/10/25 || R501-1-12(4)(a)-(c): Required signed agreements | Finding: The Licensee was out of compliance with R501-1-12(4)(a-c) by not ensuring that, the client, parent, or guardian signs and receives copies of the rules of program, clients rights and licensing contact information and maintaining the documentation that parents had received copies as client records: . During the client file inspection the provider didn't have documentation that the parents had received copies of the parent handbook  which contains the clients rights, rules of program and OL contact information.. This is a repeat noncompliance as noted on 8/1/23, 7/9/24. Technical assistance was provided on 7/17/25",1099783; Census=44; Capacity=44; Contact=Brain Pace; Licensor=Larry Black; Method=text,2026-05-28,Investigation Inspection,None,,2026-05-28,Investigation Inspection,None,,2026-05-28,Investigation Inspection,R380-80-5(3): Provider shall comply with policies and safe practices | Finding: The provider was out of compliance with R380-80-5(3) by not complying with applicable written policies. During the inspection a client that did not pose an immediate dangerous situation to self or others was placed into a restraint which is contrary to Renewed Hope's policy. This is a repeat noncompliance as noted on 5/14/2026 and 4/23/2026. ,,2026-05-28,Investigation Inspection,None,,2026-05-14,"Complaint, Investigation Inspection",R380-80-5(3): Provider shall comply with policies and safe practices | Finding: The provider was out of compliance with R380-80-5(3) by not complying with applicable written policies. During the inspection a client’s seclusion was not documented and did not terminate when they were safe to return to the community. This is a repeat noncompliance as noted on 4/23/2026. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93637,"Solacium Sunrise, LLC dba Sunrise RTC - The Fields","3585 S Camino Real, Washington, UT, 84780",2022-01-01,2027-01-31,False,2024-01-18,"Announced, Annual Inspection",None,575058; Census=31; Capacity=44; Contact=of this; Licensor=Larry Black; Method=text,2024-01-11,"Complaint, Focus Inspection","R501-19-3(8): Direct supervision only by direct care staff | Finding: The provider was out of compliance with this rule by failing to provide direct supervision to clients. During on and off-site inspections, multiple client and staff interviews disclosed that staff are often not in close physical proximity to all of the clients they are assigned to supervise and do not consistently perform line-of-sight check-ins no less frequently than every 15-minutes.",,2024-01-09,Investigation Inspection,None,,2023-10-05,Follow-Up Inspection,None,,2023-09-26,Investigation Inspection,None,,2023-08-01,Follow-Up Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93639,Solstice RTC LLC,"1904 W Gordon Ave, Layton, UT, 84041",2022-02-01,2027-01-31,False,2026-06-24,2nd Unannounced,None,1080003; Census=22; Capacity=44; Contact=Jane Peterson; Licensor=Heather Guanajuato; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106078,Straight Path,"2844 West 4450 South, Roy, UT, 84067",2023-10-31,2026-10-31,False,2026-06-24,3rd Unannounced,"R501-14-5(2)(a)-(b): Application submitted within 2 weeks and applicant directly supervised | Finding: The provider was out of compliance with R501-14-5(2)(b) due to not supervising a new employee for the entirety of the employee's term, before receiving a clearance determination. At the facility, a new employee without a background screening determination was found to be alone, unsupervised, with 3 clients.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93687,"The Hope Group dba Havenwood Academy, Inc.","465 W 1600 N, Cedar City, UT, 84721",2022-08-01,2027-07-31,False,2026-07-01,"Announced, Annual Inspection",None,1095524; Census=8; Capacity=16; Contact=Janie Sabin; Licensor=Larry Black; Method=text,2026-07-01,"Announced, Annual Inspection",None,1095524; Census=8; Capacity=16; Contact=Janie Sabin; Licensor=Larry Black; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96994,"Treatment Solutions LLC, DBA Kaizen Academy; Heritage Youth Services","996 W 800 S, Payson, UT, 84651",2022-01-31,2027-01-31,False,2026-06-18,2nd Unannounced,None,1071603; Census=14; Capacity=24; Contact=Kris Kilpatrick; Licensor=PattiJo Hopes; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93692,Triumph Youth Services/Triumph Academy dba Expeditions,"58 S 950 W, Brigham City, UT, 84302",2022-07-01,2027-06-30,False,2026-07-01,"Unannounced, Annual Inspection",None,1093043; Census=0; Contact=Michelle Young; Daniel Gladden; Licensor=Josilyn Bertrand; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
