Facility ID,Name,Address,Regulation Date,Expiration Date,Conditional,Inspection 1 Date,Inspection 1 Type,Inspection 1 Findings,Inspection 1 Checklists,Inspection 2 Date,Inspection 2 Type,Inspection 2 Findings,Inspection 2 Checklists,Inspection 3 Date,Inspection 3 Type,Inspection 3 Findings,Inspection 3 Checklists,Inspection 4 Date,Inspection 4 Type,Inspection 4 Findings,Inspection 4 Checklists,Inspection 5 Date,Inspection 5 Type,Inspection 5 Findings,Inspection 5 Checklists,Inspection 6 Date,Inspection 6 Type,Inspection 6 Findings,Inspection 6 Checklists,Inspection 7 Date,Inspection 7 Type,Inspection 7 Findings,Inspection 7 Checklists,Inspection 8 Date,Inspection 8 Type,Inspection 8 Findings,Inspection 8 Checklists,Inspection 9 Date,Inspection 9 Type,Inspection 9 Findings,Inspection 9 Checklists,Inspection 10 Date,Inspection 10 Type,Inspection 10 Findings,Inspection 10 Checklists,Inspection 11 Date,Inspection 11 Type,Inspection 11 Findings,Inspection 11 Checklists,Inspection 12 Date,Inspection 12 Type,Inspection 12 Findings,Inspection 12 Checklists,Inspection 13 Date,Inspection 13 Type,Inspection 13 Findings,Inspection 13 Checklists,Inspection 14 Date,Inspection 14 Type,Inspection 14 Findings,Inspection 14 Checklists,Inspection 15 Date,Inspection 15 Type,Inspection 15 Findings,Inspection 15 Checklists,Inspection 16 Date,Inspection 16 Type,Inspection 16 Findings,Inspection 16 Checklists,Inspection 17 Date,Inspection 17 Type,Inspection 17 Findings,Inspection 17 Checklists,Inspection 18 Date,Inspection 18 Type,Inspection 18 Findings,Inspection 18 Checklists,Inspection 19 Date,Inspection 19 Type,Inspection 19 Findings,Inspection 19 Checklists,Inspection 20 Date,Inspection 20 Type,Inspection 20 Findings,Inspection 20 Checklists
93696,UHS Of Provo Canyon dba Provo Campus,"4501 N University Ave, Provo, UT, 84604",2022-02-01,2027-01-31,True,2026-07-06,"Conditional, Monitoring Inspection",None,,2026-07-06,"Follow-Up, Additional Follow-Up Inspection",None,,2026-06-22,"Conditional, Monitoring Inspection",None,,2026-06-19,"Complaint, Investigation Inspection","R380-80-5(10): Services and supervision to meet each clients needs | Finding: The provider was out of compliance with R380-80-5(10) by failing to provide  services and supervision that is commensurate with the skills, abilities, behaviors, and needs of each client. During the investigation, provider records and facility video coverage show that on June 24, 2026, staff members failed to adequately supervise a client with a documented history of ingesting hazardous objects. Video evidence showed the client lying on the floor directly behind a staff member's chair. Although the staff member was aware of the client's presence, staff turned their back to the client to engage in a conversation with another youth. Left unmonitored, the client removed a metal screw from the underside of the chair the staff member was occupying and ingested it, which resulted in emergency medical intervention. <br/> || R380-80-5(10): Services and supervision to meet each clients needs | Finding: The provider was out of compliance with R380-80-5(10) for failing to provide services and supervision that is commensurate with the skills, abilities, behaviors, and needs of each client.  During the investigation inspection, provider records documented that a staff member failed to verify that all clients were accounted for before transitioning clients from the living unit to the school and a client was left unsupervised on a living unit for 2 hours and 30 minutes.<br/> || R380-80-5(10): Services and supervision to meet each clients needs | Finding: The provider was out of compliance with R380-80-5(10) for failing to provide services and supervision that is commensurate with the skills, abilities, behaviors, and needs of each client. During the investigation, provider records documented an incident on November 27, 2025, in which a staff member failed to supervise a client who ran from the facility and was missing without staff awareness for 1 hour and 40 minutes.<br/> || 26B-2-123(1)(a)-(b): Use of a cruel, severe, unusual, or unnecessary practice on a child | Finding: The provider was out of compliance with 26B-2-123(1)(a)(iii) for using cruel and unnecessary practice on a child that included inducing pain to obtain compliance. During the investigation inspection, information was obtained through two (2) interviews, facility video coverage, and provider records that showed facility staff induced physical pain to obtain compliance during a prolonged and unnecessary physical restraint of a client. <br/><br/> || R380-80-6(1)(a)-(i): Client rights | Finding: The provider was out of compliance with R380-80-6(1)(e) by not ensuring clients have the right to be free from abuse and mistreatment. During the investigation inspection, eleven (11) clients and six (6) staff interviews verified that clients were mistreated and felt unsafe with staff members. The evidence substantiated that staff yell and curse at clients, use racist and homophobic slurs directed at clients, engage in power struggles, antagonize, and instigate reactive behaviors from clients. Additionally, clients reported staff are dismissive, nonresponsive, and verbally aggressive. One staff told a client to kill themselves when the client expressed suicidal ideation. <br/> || 26B-2-123(1)(a)-(b): Use of a cruel, severe, unusual, or unnecessary practice on a child | Finding: The provider was out of compliance with 26B-2-123(1)(a)(vi) by using a cruel, unusual, and unnecessary practice on a child by using discipline or punishment that was intended to frighten or humiliate. During the investigation inspection, three (3) clients and one (1) staff member reported that staff intentionally humiliate clients. Examples include directing clients to get on their hands and knees and bark like a dog for snacks, and forcing a client, who is a black person, to eat a banana while peers laughed.<br/> || R380-600-7(6): No withholding or manipulating sources | Finding: The provider was out of compliance with R380-600-7(6) by not ensuring that the integrity of the department's information gathering process is not compromised by withholding or manipulating information. During the investigation, it was determined that the provider omitted critical details from at least two (2) reports previously submitted to the department. Had this crucial information been properly disclosed at the time of submission, it would have immediately prompted a department investigation. <br/> || R501-14-4(3)(a)-(c): Agency's roster and employee information current | Finding: The provider was out of compliance with R501-14-4(3)(b) by not checking the roster at least monthly to verify employee information and the employment of the employees due for a renewal review. During the investigation inspection, the department identified at least eight (8) provider staff members who did not pass a background screening and had access to clients and/or client records. <br/> || R380-80-5(4): Provider shall protect clients from abuse, prevent abuse | Finding: The provider was out of compliance with R380-80-5(4) by not protecting clients from abuse, harm, and mistreatment, and any action that may compromise the health and safety of clients through acts or omissions and shall instruct and encourage others to do the same. During the investigation, facility video footage and provider records verified that two (2) staff members failed to intervene, standing by as they watched a client slap two (2) other clients in the head and face. The staff initiated a physical restraint after the client threw water on the staff. During the physical restraint, a staff laid on the client's legs, resulting in the client sustaining a fractured foot. <br/> || R501-14-5(2)(a)-(b): Application submitted within 2 weeks and applicant directly supervised | Finding: The provider was out of compliance with R501-14-5(2)(b)(i)(ii) by not ensuring each applicant is directly supervised until OBP issues a conditional or eligible clearance determination. During the investigation inspection, an audit conducted by the department identified one hundred (100) staff members whose background screening statuses required them to have direct, uninterrupted audio and visual supervision by a fully cleared staff member at all times when accessing clients or client records. During on-site investigation inspections and throughout facility video coverage review, the department directly observed multiple staff members from this audit list who did not have a conditional or eligible clearance determination interacting with clients without the mandated supervision.<br/> || 26B-2-123(1)(a)-(b): Use of a cruel, severe, unusual, or unnecessary practice on a child | Finding: The provider was out of compliance with 26B-2-123(1)(a)(xi) for depriving clients of water, rest, and the opportunity for toileting. During the investigation inspection, interviews with three (3) clients and three (3) staff members reported that clients in the Stabilization Unit were limited to using the restroom or obtaining drinking water only at the top of the hour. Clients who reported being ill were denied the opportunity to rest in their beds which was observed by department representatives. Sick clients were required to remain with their group or stay with the Stabilization Unit which only included options for resting were to lay on the floor or rest their heads on a desk while programming continued. <br/> || 26B-2-123(1)(a)-(b): Use of a cruel, severe, unusual, or unnecessary practice on a child | Finding: The provider was out of compliance with 26B-2-123(1)(a)(xiii) for using a cruel, unusual, or unnecessary practice on a child by withholding personal interaction, emotional response, or stimulation. During the investigation inspection, nine (9) clients and one (1) staff member reported that clients are strictly prohibited from speaking while on the Stabilization Unit, regardless of whether they were formally admitted to the unit or sent there to take a break. If a client does speak, their required time on the unit is punitively restarted. Furthermore, for a significant portion of the day, clients placed in the Stabilization Unit are severely restricted from communicating and are only permitted to ask questions to staff at the top of the hour. <br/> || R380-80-6(1)(a)-(i): Client rights | Finding: The provider was out of compliance with R380-80-6(1)(g) by not ensuring that each client has the right to be free from retaliation for reporting any violation of their rights. During the investigation, one (1) staff and three (3) client interviews substantiated that a staff member engaged in a verbal confrontation and called that client a bitch for submitting a grievance report about a staff member.<br/> || R501-19-5(1)(a)-(b): Manager responsibilities and qualifications | Finding: The provider was out of compliance with R501-19-5(1)(b)((ii) and (iii) for not ensuring the manager has a bachelor’s degree or equivalent training in a human service-related field and has at least three years management experience in a residential or secure treatment setting. During the investigation, a credential review revealed that fifteen (15) provider Program Managers do not meet the requirements for their position. <br/> || R380-80-5(7): Maintaining health and safety of clients | Finding: The provider was out of compliance with R380-80-5(7) for failing to maintain the health and safety of clients. During on-site inspections conducted on June 20 and June 22, 2026, department investigators observed sanitation, maintenance, and safety deficiencies throughout the facility including, but not limited, damaged walls in client living units, an exposed cable wire hanging from a Stabilization Unit bedroom ceiling, multiple hanging wires under clients’ school desks, gang graffiti carved into the desks, and unsanitary bathrooms with sticky surfaces, a strong odor of urine, and a lack of toilet paper and paper towels across multiple bathrooms. <br/> || R501-14-4(3)(a)-(c): Agency's roster and employee information current | Finding: The provider was out of compliance with R501-14-4(3)(a) by failing to keep the program’s roster and employee information current in DACS. During the investigation inspection, the provider did not update legal name changes and aliases for (3) staff members who have worked for the provider. <br/>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93697,UHS Of Provo Canyon dba Springville Campus,"763 N 1650 W, Springville, UT, 84663",2022-02-01,2027-01-31,True,2026-06-02,"Complaint, Investigation Inspection","R380-600-7(6): No withholding or manipulating sources | Finding: The provider was out of compliance with R380-600-7(6) by failing to ensure the integrity of OL’s information gathering was not compromised when it withheld or manipulated information related to several events reported to OL. During inspection, the investigator learned of multiple incidents where the provider withheld material information in its required critical incident reports. Examples include, but are not limited to, one incident involving a client who had been put into a restraint. Video footage shows that the provider withheld material information required in the critical incident report and did not accurately represent the events as depicted in the video footage. In another example, the provider withheld material information about the extent of a client’s injuries from self harm.  || R380-600-7(16)(a)-(e): Critical incidents reporting requirements | Finding: The provider was out of compliance with R380-600-7(16)(a) by failing to submit 7 reports of a critical incident to OL. During the inspection, OL reviewed the provider’s internal incidents dated May 20, 2026 through June 17, 2026. The Office of Licensing identified 7 critical incidents that were not reported to OL. These incidents are dated May 20, 2026, May 23, 2026, June 1, 2026, June 1, 2026, June 1, 2026, June 2, 2026, and June 17, 2026. || R501-19-4(4)(a)-(j): Supervision and ratio requirements | Finding: The provider was out of compliance with R501-19-4(4)(e) for failing to increase the staff-to-client ratio as necessary to ensure the health and safety of their current client population. During the inspection, the investigative interviews confirmed that staff to client ratios were insufficient to manage aggressive client behaviors of the current client population. Video evidence shows clients overwhelming staff by using distractions, engaging in physical assaults against staff, and attempting to seize staff keys and radios, which directly resulted in staff injuries and extensive property damage. || R501-19-4(4)(a)-(j): Supervision and ratio requirements | Finding: The provider was out of compliance with R501-19-4(4)(e) for failing to increase the staff-to-client ratio as necessary to ensure the health and safety of their current client population. During the inspection, the investigative interviews confirmed that staffing levels were insufficient to manage aggressive client behaviors. During one event, video evidence showed clients overwhelming personnel by using distractions, engaging in physical assaults against staff, and seizing staff keys in an attempt to elope. Even after staff called for additional staff to come assist, the staff were not able to ensure the health and safety of the current client population. Clients ran to each unit, enticing their peers to join them. Throughout this event, various staff attempted to stop them and retrieve the keys, but failed. Seven clients were able to elope from the facility.  || R501-1-15(1): Adequate staffing for supervision | Finding: The provider was out of compliance with R501-1-15(1) for failing to ensure enough staff to safely manage behaviors, dynamics and supervision needs of the current population. During the inspection, the investigative interviews confirmed that staffing levels were insufficient to manage aggressive client behaviors. Video evidence showed clients overwhelming personnel by using distractions, engaging in physical assaults against staff, and seizing staff keys in an attempt to elope.  || R380-80-5(10): Services and supervision to meet each clients needs | Finding: The provider was out of compliance with R380-80-5(10) for not providing services and supervision that is commensurate with the behaviors and needs of each client. During the inspection, interviews with staff and clients revealed chronic staffing shortages and a lack of qualified personnel equipped to manage aggressive client behaviors. Clients reported feeling unsafe, being unable to access emotional support, and engaging in physical confrontations with client peers and staff. Furthermore, the provider failed to maintain sufficient supervisory coverage, which routinely restricted clients from participating in outdoor activities, off-ground outings, and basic hygiene tasks such as showering. || R380-80-5(4): Provider shall protect clients from abuse, prevent abuse | Finding: The provider was out of compliance with R380-80-5(4) for failing to protect a client from harm and any action that may compromise the safety of the client through acts or omissions. During the inspection, investigative interviews revealed that a client had eloped from the facility. Upon return, the provider failed to conduct a search of the client who had concealed a box opener on their person and ultimately self harmed with it, cutting their arm and neck. || R380-80-5(3): Provider shall comply with policies and safe practices | Finding: The provider was out of compliance with R380-80-5(3) for failing to comply with applicable written policies and safe practices. During the inspection, the provider self-reported non-compliance to the OL investigator, acknowledging that staff failed to execute mandatory search procedures upon a client's return to the facility. || R380-80-6(1)(a)-(i): Client rights | Finding: The provider was out of compliance with R380-80-6(1)(e) for failing to ensure that each client has the right to be free from neglect. During the inspection, an investigative interview revealed that a client engaged in self-harm. She sustained deep arm lacerations but did not receive required medical intervention, specifically sutures, to properly treat and heal the wounds. || R380-80-5(7): Maintaining health and safety of clients | Finding: The provider was out of compliance with R380-80-5(7) for failing to maintain the health and safety of a client by allowing a client to attempt suicide. During the inspection, investigative interviews revealed that a client initiated a suicide attempt in a bathroom and lost consciousness. At the time of the incident, a single staff member was left alone in the hallway supervising eight other clients, creating a supervisory deficit that delayed intervention. || R380-80-5(4): Provider shall protect clients from abuse, prevent abuse | Finding: The provider was out of compliance with R380-80-5(4) for failing to protect a client from any action that may compromise their health and safety. During the inspection, investigative interviews revealed that a client had swallowed a battery. The provider did not seek any emergency medical treatment for the client, such as sending the client to the Emergency Room. The provider waited until 2 days after the event to monitor the client on-site via their mobile xray. This incident was not reported to the Office of Licensing. || R380-80-5(4): Provider shall protect clients from abuse, prevent abuse | Finding: The provider was out of compliance with R380-80-5(4) for failing to protect a client from any action that may compromise their health and safety. During the inspection, investigative interviews revealed that a client had swallowed a battery. The provider did not seek immediate medical attention or send the client to the Emergency Room. The provider waited before providing any treatment and after six days, the provider had the client monitored on-site via their mobile xray. || R380-80-6(1)(a)-(i): Client rights | Finding: The provider was out of compliance with R380-80-6(1)(c) for failing to ensure that each client has the right to be free from potential harm or acts of violence. During the inspection, video evidence and investigative interviews confirmed that five (5) clients attacked a peer in the cafeteria. Staff members failed to intervene effectively, separate the individuals, or prevent the victim from sustaining multiple facial punches, which resulted in a concussion, a black eye, and a laceration requiring medical adhesive.  || R380-80-6(1)(a)-(i): Client rights | Finding: The provider was out of compliance with R380-80-6(1)(b) for failing to ensure that each client has the right to be treated with dignity and respect. During the inspection, investigative interviews with multiple clients revealed that a staff member had entered their bedrooms and woken them up by touching their face or leg, distributed shirtless photographs of himself with his personal phone number written on the back, and hid personalized notes tucked into the mattresses of several clients. || R380-80-6(1)(a)-(i): Client rights | Finding: The provider was out of compliance with R380-80-6(1)(b) for failing to ensure each client has the right to be treated with dignity and respect. During the inspection, investigative interviews with several clients disclosed a staff member making inappropriate sexual and homophobic remarks. This staff member has also shared details of her own personal trauma with clients. || 26B-2-123(1)(a)-(b): Use of a cruel, severe, unusual, or unnecessary practice on a child | Finding: The provider was out of compliance with 26B-2-123(1)(a)(ix) for engaging in an unnecessary restraint and aggressive physical contact. During the inspection, investigative interviews and video evidence revealed an unnecessary and unjustified physical restraint of a client. The client verbally refused to go to her room and exhibited no physical aggression or safety risk prior to the restraint. Video footage showed a staff member pushing the client into a second staff member. The second staff member grabbed the client by the arms, took her to the floor, held her arms behind her back, and sat her between his legs. A third staff member laid on top of the client's legs. This position restricted her movement for over 15 minutes. || R380-80-6(1)(a)-(i): Client rights | Finding: The provider was out of compliance with R380-80-6(1)(e) for failing to ensure that each client has the right to be free from neglect. During the inspection, investigative interviews confirmed that a client required dental care to replace a missing cap but was prevented from attending a scheduled follow-up appointment one month later due to provider-reported ""safety concerns."" The provider was unable to verify if the appointment was rescheduled or whether the client received care. Consequently, three months have elapsed without the necessary treatment, leaving the client in pain and discomfort when chewing.  || R380-80-5(7): Maintaining health and safety of clients | Finding: The provider was out of compliance with R380-80-5(7) for failing to maintain the health of clients. During the inspection, the investigator conducted a walkthrough of the facility which revealed that every bathroom in each cottage was unsanitary, with sticky surfaces, a strong odor of urine, and a deficit of essential supplies, specifically toilet paper and paper towels. || R380-80-6(1)(a)-(i): Client rights | Finding: The provider was out of compliance with R380-80-6(1)(d) for failing to ensure each client has the right to be free from discrimination. During the inspection, the investigator conducted a walkthrough of the facility observing extensive vulgar, racist, and discriminatory graffiti present on the walls, windows, and furniture within every dormitory unit.  || R501-14-4(3)(a)-(c): Agency's roster and employee information current | Finding: The provider was out of compliance with R501-14-4(3)(b) by not checking the DACS background screening system roster at least monthly to verify employee information and the employment of the employees due for a renewal review. During the investigation inspection, eight (8) staff members were identified who did not pass a background screening and had access to clients and/or client records.  || R501-14-5(2)(a)-(b): Application submitted within 2 weeks and applicant directly supervised | Finding: The provider was out of compliance with R501-14-5(2)(b)(i)(ii) by not ensuring each applicant is directly supervised until OBP issues a conditional or eligible clearance determination. During the investigation inspection, an audit identified 100 staff members whose background screening clearance determination status required each one to have direct, uninterrupted audio and visual supervision by a fully background cleared staff member at all times when accessing clients or client records. During on-site investigation inspections and throughout facility video coverage review, OL investigators directly observed multiple staff members from this audit list interacting with clients without the required supervision. || R501-14-5(2)(a)-(b): Application submitted within 2 weeks and applicant directly supervised | Finding: The provider was out of compliance with R501-14-5(2)(a) for not submitting a background check application for each applicant for an initial background check no later than two weeks from the date the applicant becomes associated with the licensee, certification, or contract. During the investigation inspection, the provider had not submitted applications for three (3) staff members who have worked for the provider for more than two weeks.",,2023-08-14,Non On-Site Inspection,None,,2023-08-03,"Investigation Inspection, Non On-Site Inspection",None,,2023-08-03,Investigation Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110301,Utah Healing House Youth Crisis Center,"704 N White Horse Drive., Spanish Fork, UT, 84660",2024-04-26,2027-03-31,False,2026-06-10,"Unannounced, Annual Inspection",None,1067945; Census=10; Capacity=16; Contact=Lindsey Skinner; Licensor=PattiJo Hopes & Robert Jones; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93701,Utah Health Operations LLC dba Newport Academy,"251 W Weber Canyon Rd, Oakley, UT, 84055",2022-09-01,2026-08-31,False,2026-06-09,Investigation Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93262,Utah Youth Village (AA-MB),"1369 Erda Way, Tooele, UT, 84074",2022-09-01,2026-08-31,False,2026-05-26,Investigation Inspection,"R501-19-4(4)(a)-(j): Supervision and ratio requirements | Finding: The provider was out of compliance with rule R501-19-4(4)(f) by direct care staff failing to provide direct supervision with line of sight check-ins every 15 minutes on May 06, 2026.  During the inspection, video footage confirmed that staff did not complete a line of sight check-in with a client in their bedroom for 19 minutes. 
 || R380-80-5(7): Maintaining health and safety of clients | Finding: The provider was out of compliance with rule R380-80-5(7) by not maintaining the health and safety of a client during an incident on May 06, 2026.  During the inspection, it was confirmed that staff failed to follow protocol that required the client to always be within arms reach of staff resulting in the client self harming and emergency services being contacted.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93940,Wildflower Mountain Ranch Inc.,"2841 Nordic Valley Dr, Eden, UT, 84310",2023-05-08,2027-04-30,False,2026-06-24,"Unannounced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111725,Wildflower Mountain Ranch Residential Treatment Center for Girls,"5708 West 4200 South, Hooper, UT, 84315",2024-08-22,2026-08-31,False,2026-06-24,"Unannounced, Annual Inspection",None,1087743; Census=0; Capacity=4; Contact=Bridget Kilgrow ; Lacy Rasmussen; Licensor=Chanesea Butler; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93721,Youth Futures Shelter- Ogden,"2760 Adams Ave, Ogden, UT, 84403",2022-03-01,2027-02-28,False,2026-07-07,2nd Unannounced,None,1100424; Census=2; Capacity=16; Contact=Tiffany Garza; Licensor=Josilyn Bertrand; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93725,Youth Health Associates dba Lakeview,"836 N 1375 W, Provo, UT, 84604",2021-08-01,2026-07-31,False,2026-07-01,"Follow-Up Inspection, Non On-Site Inspection",None,,2026-06-29,"Announced, Annual Inspection","R501-14-5(2)(a)-(b): Application submitted within 2 weeks and applicant directly supervised | Finding: The licensee was out of compliance with R501-14-5(2)(b)(ii) by not providing documentation for how employees remained directly supervised before receiving a clearance determination. During the inspection, the licensor observed four employees who required supervision and did not have supervision documentation.","1088624; Census=16; Capacity=16; Contact=Cameron Christensen, Facility Director; Licensor=PattiJo Hopes; Method=text",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93726,Youth Health Associates Inc dba Stepping Stones,"430 E 450 S, Clearfield, UT, 84015",2022-08-01,2026-07-31,False,2026-05-21,Investigation Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93763,Zion Hills Inc.,"8097 West 2000 South Building 4, Cedar City, UT, 84720",2022-05-01,2027-04-30,False,2026-07-01,"Unannounced, Annual Inspection",None,1094703; Census=11; Capacity=16; Contact=Janie Sabin; Licensor=Larry Black; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
