Facility ID,Name,Address,Regulation Date,Expiration Date,Conditional,Inspection 1 Date,Inspection 1 Type,Inspection 1 Findings,Inspection 1 Checklists,Inspection 2 Date,Inspection 2 Type,Inspection 2 Findings,Inspection 2 Checklists,Inspection 3 Date,Inspection 3 Type,Inspection 3 Findings,Inspection 3 Checklists,Inspection 4 Date,Inspection 4 Type,Inspection 4 Findings,Inspection 4 Checklists,Inspection 5 Date,Inspection 5 Type,Inspection 5 Findings,Inspection 5 Checklists,Inspection 6 Date,Inspection 6 Type,Inspection 6 Findings,Inspection 6 Checklists,Inspection 7 Date,Inspection 7 Type,Inspection 7 Findings,Inspection 7 Checklists,Inspection 8 Date,Inspection 8 Type,Inspection 8 Findings,Inspection 8 Checklists,Inspection 9 Date,Inspection 9 Type,Inspection 9 Findings,Inspection 9 Checklists,Inspection 10 Date,Inspection 10 Type,Inspection 10 Findings,Inspection 10 Checklists,Inspection 11 Date,Inspection 11 Type,Inspection 11 Findings,Inspection 11 Checklists,Inspection 12 Date,Inspection 12 Type,Inspection 12 Findings,Inspection 12 Checklists,Inspection 13 Date,Inspection 13 Type,Inspection 13 Findings,Inspection 13 Checklists,Inspection 14 Date,Inspection 14 Type,Inspection 14 Findings,Inspection 14 Checklists,Inspection 15 Date,Inspection 15 Type,Inspection 15 Findings,Inspection 15 Checklists,Inspection 16 Date,Inspection 16 Type,Inspection 16 Findings,Inspection 16 Checklists,Inspection 17 Date,Inspection 17 Type,Inspection 17 Findings,Inspection 17 Checklists,Inspection 18 Date,Inspection 18 Type,Inspection 18 Findings,Inspection 18 Checklists,Inspection 19 Date,Inspection 19 Type,Inspection 19 Findings,Inspection 19 Checklists,Inspection 20 Date,Inspection 20 Type,Inspection 20 Findings,Inspection 20 Checklists
93408,Discovery Ranch - Mapleton,"1308 S 1600 W, Mapleton, UT, 84664",2022-07-01,2026-11-30,False,2024-11-20,"Focus, Non On-Site",R380-600-7(16)(a)-(d): Critical incidents reporting requirements | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 11/18/2024 and was not reported until 11/20/2024.,,2024-11-14,Investigation Inspection,None,,2024-11-06,Investigation Inspection,"R380-80-5(10): Services and supervision to meet each clients needs | Finding: The provider was out of compliance with this rule by failing to provide supervision commensurate with the behaviors and needs of a client. Throughout the investigation, multiple interviews, provider records, and additional documents were reviewed. The information gathered substantiated that a client who had expressed suicidal ideation and intent was not provided with the level of supervision needed to keep them safe. || R380-80-5(4): Provider shall protect clients from abuse, prevent abuse | Finding: The provider was out of compliance with this rule by compromising the health and safety of a client. Throughout the investigation, multiple interviews, provider records and additional documents were reviewed, and professional evaluations were considered. The information gathered substantiated that a client who had expressed suicidal ideation and a plan was not provided with the care required to keep them safe. || R501-1-4(7): Suicide prevention policy | Finding: The provider was out of compliance with this rule by not following their suicide prevention policy. Throughout an investigation, multiple interviews, documentation, and provider records substantiated that the provider did not follow their suicide prevention policy. || R380-600-7(16)(a)-(d): Critical incidents reporting requirements | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office of Licensing within one business day and not reporting a critical incident to the legal guardian of a client involved in an incident within a 24-hour period from the time of the incident. During an investigation inspection, provider documentation and provider/legal guardian communication substantiated that a physical restraint was conducted on a client on 04/23/2024 and was not reported to the Office of Licensing or the legal guardian as required by Utah Administrative Rule. This is a repeat noncompliance citation.",,2024-08-26,Investigation Inspection,None,,2024-08-21,2nd Unannounced,None,611194; Census=46; Capacity=60; Contact=Clinton Dorny; Licensor=Heather Guanajuato; Method=text,2024-07-16,"Focus, Non On-Site","R380-600-7(16)(a)-(d): Critical incidents reporting requirements | Finding: The provider was out of compliance with this rule by not reporting the critical incident within one business day. During the inspection, a critical incident that happened on 07/07/2024 was not reported until 7/15/2024. This is a repeat noncompliance.",,2024-06-14,Non On-Site Inspection,None,,2024-06-05,"Unannounced, Annual Inspection",None,600801; Census=54; Capacity=60; Contact=Zackary Stewart; Licensor=Rob Jones; Method=text,2024-01-04,Follow-Up Inspection,None,,2023-12-04,Investigation Inspection,None,,2023-11-15,Investigation Inspection,None,,2023-11-07,"Announced, Annual Inspection",None,566074; Method=all_failed,2023-11-02,"Focus Inspection, Focus, Non On-Site",R501-1-11(2)(a)-(f): Licensed Program Complaints and Critical Incidents | Finding: The provider was out of compliance with this rule by not submitting the critical incident report within one business day. The incident occurred on 10/23/2023 and was reported on 10/30/2023.,,2023-10-27,"Focus Inspection, Focus, Non On-Site",R501-1-11(2)(a)-(f): Licensed Program Complaints and Critical Incidents | Finding: The provider was out of compliance with this rule by not submitting the critical incident report within one business day. Incident occurred on 10/22/2023 and was reported on 10/24/2023.,,2023-10-16,Non On-Site Inspection,None,,2023-10-05,Investigation Inspection,None,,2023-10-02,"Investigation Inspection, Non On-Site Inspection",None,,2023-08-15,3rd Unannounced,None,563737; Method=all_failed,2023-07-27,Non On-Site Inspection,None,,2023-07-26,Investigation Inspection,None,
93244,Discovery Ranch South,"4928 N 4500 W, Cedar City, UT, 84721",2021-11-01,2026-08-31,False,2025-03-11,Investigation Inspection,None,,2025-02-20,2nd Unannounced,None,636969; Census=22; Capacity=60; Contact=Andrea Burgess; Licensor=Larry Black; Method=text,2025-02-12,Investigation Inspection,R380-80-5(10): Services and supervision to meet each clients needs | Finding: The provider was out of compliance with this rule by not providing supervision based of the clients behavior. During the inspection a client with a history of sexual misconduct was able to sexually act with a peer. This is a repeat noncompliance from 12/6/2025.,,2025-01-21,Investigation Inspection,None,,2025-01-21,Investigation Inspection,"R501-19-3(3)(a)-(j): Supervision and ratio requirements | Finding: The licensee was out of compliance with R501-19-3(3)(d)(ii) by a staff member failing to remain awake while on duty. During an investigation, the information gathered substantiated that a client and staff members observed a staff member asleep when they were assigned to supervise clients. This is a repeat noncompliance previously noted on 12/28/2022, 05/16/2023, 09/18/2023, 12/31/2024, and 12/31/2024. || R380-80-6(1)(a)-(i): Client rights | Finding: The licensee was out of compliance with R380-80-6(1)(c) by clients not being free from potential harm. During the investigation, the information gathered substantiated that a staff member fell asleep with an open bottle of pills that spilled in their lap and on the floor. A client observed this incident and the open bottle of pills.",,2024-12-31,"Complaint, Investigation Inspection","R501-19-3(3)(a)-(j): Supervision and ratio requirements | Finding: The Licensee was out of compliance with R501-19-3(3)(c) for not maintaining a staff-to-client ratio of one staff to every four clients. During an investigation, the information substantiated that on 12/31/2025 the ratio was 5 staff with 22 clients for four hours that day. This is a repeat noncompliance as noted on 12/28/2022, 05/16/2023, and 09/18/2024. || R380-80-6(1)(a)-(i): Client rights | Finding: The Licensee was out of compliance with R380-80-6(1)(b) for a staff member that did not treat a client with dignity or respect. During the investigation, multiple interviews substantiated that a staff member told multiple clients to shut up and called them liars and attention seekers. || R501-1-8(1)(a)-(i): Facility and safety requirements | Finding: The licensee was out of compliance with R501-1-8(1)(a) by not ensuring the buildings and grounds are clean and maintained and free from health hazards. During an investigation inspection on 12/31/2024, a licensing investigator and licensor observed multiple environmental safety concerns throughout the client cabins.  This is a repeat noncompliance previously noted on 07/28/2023 and 07/25/2024. || R501-1-8(3): Medication and hazardous items maintenance and storage | Finding: The licensee was out of compliance with R501-1-8(3) for not maintaining potentially hazardous items responsibly and with consideration of the safety and risk level of the population serviced. During an investigation inspection on 12/31/2024, multiple bottles of alcohol-based perfume were accessible to clients. || R501-19-3(3)(a)-(j): Supervision and ratio requirements | Finding: The licensee was out of compliance with R501-19-3(3)(f) by not performing direct supervision with line of sight check-ins every 15 minutes. During the investigation, the information gathered substantiated that a client was left unsupervised for approximately three hours. This is a repeat noncompliance noted on 05/16/2023 and 09/18/2024. || R501-1-10(2)(a)-(f): Requirements for licensees providing meals | Finding: The provider was out of compliance with R501-1-10(2)(a) for not ensuring that meals are not used as incentive or punishment. During the investigation, the information gathered substantiated that meals had been used as an incentive/punishment. || R380-600-7(16)(a)-(d): Critical incidents reporting requirements | Finding: The licensee was out of compliance with R380-600-7(16)(a) by not reporting a critical incident to the Office of Licensing within one business day. During an investigation, the information gathered substantiated that the licensee did not report a critical incident that occurred on 12/28/2024. This is a repeat noncompliance noted on 05/16/2023, 12/06/2023, 12/19/2023, 03/04/2024, and 04/03/2024. || R380-80-5(4): Provider shall protect clients from abuse, prevent abuse | Finding: The provider was out of compliance with R380-80-5(4) by not protecting clients from harm and any action that may compromise the health and safety of clients. During the investigation, the information gathered substantiated that two clients accessed a sharp object from the staff office and used it to injure themselves.",,2024-12-18,Investigation Inspection,None,,2024-12-03,"Unannounced, Annual Inspection",None,626390; Census=32; Contact=Maria Elkington-Fowler; Licensor=Larry Black; Method=text,2024-12-03,Investigation Inspection,None,626390; Census=32; Contact=Maria Elkington-Fowler; Licensor=Larry Black; Method=text,2024-11-15,Investigation Inspection,None,,2024-09-18,Investigation Inspection,R501-19-3(3)(a)-(j): Supervision and ratio requirements | Finding: The provider was out of compliance with this rule by not physically checking in with a client every 15 minutes. During the inspection a client was allowed to take a break and was not checked on for a period greater than 15 minutes. This is a repeat noncompliance.,,2024-07-25,Non On-Site Inspection,None,,2024-07-09,"Announced, Annual Inspection",None,604280; Census=30; Capacity=60; Contact=Maria Elkington-Fowler; Licensor=MeRee Jacobsen; Method=text,2024-05-21,3rd Unannounced,None,596873; Method=all_failed,2024-04-12,Follow-Up Inspection,None,,2024-04-03,Focus Inspection,R380-600-7(16)(a)-(d): Critical incidents reporting requirements | Finding: The provider was out of compliance with this rule by not reporting a critical incident. During the inspection a reportable critical incident was disclosed that was not reported to the Office of Licensing. This a repeat noncompliance.,,2024-03-26,Non On-Site Inspection,None,,2024-03-05,2nd Unannounced,"R501-1-6(2)(a)-(g): Required posted documents | Finding: The provider was out of compliance with this rule by not having required posters hung for visitors, staff or clients to view. During the inspection the licensor saw that required posters were not hung on on the wall.",583703; Method=all_failed,2024-03-04,Non On-Site Inspection,R380-600-7(16)(a)-(d): Critical incidents reporting requirements | Finding: The Provider is out of compliance with this rule by failing to report a critical incident within one business day.  During the review of the incident it was identified that the incident occurred on 2/23/2024 and the provider gave an explanation as to the reason for the reporting being late.,,2024-02-15,Investigation Inspection,None,
93860,Division of Juvenile Justice Services dba Salt Lake,"3450 S 900 W, Salt Lake City, UT, 84119",2021-11-01,2026-10-31,False,2024-03-11,Follow-Up Inspection,None,,2024-03-05,2nd Unannounced,None,583560; Census=6; Capacity=12; Contact=Tami Joiner/Erica Reeves; Licensor=Mary Bokinskie; Method=text,2024-03-04,Investigation Inspection,None,,2024-01-11,Investigation Inspection,None,,2024-01-02,Investigation Inspection,None,,2023-12-20,Non On-Site Inspection,None,,2023-12-07,Follow-Up Inspection,None,,2023-12-05,2nd Unannounced,None,568385; Method=all_failed,2023-10-02,"Investigation Inspection, Unannounced, Annual Inspection",None,,2023-09-28,Investigation Inspection,None,,2023-09-05,Non On-Site Inspection,None,,2023-08-18,Investigation Inspection,None,,2023-08-18,Follow-Up Inspection,None,,2023-08-14,"Announced, Annual Inspection",None,550816; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text | 550969; Method=all_failed,,,,,,,,,,,,,,,,,,,,,,,,
93412,"Eagle Ranch Academy, Inc","115 W 1470 S, Saint George, UT, 84770",2022-05-01,2027-04-30,False,2024-04-25,Follow-Up Inspection,None,,2024-03-28,"Announced, Annual Inspection",None,587773; Census=39; Contact=Annie Weippert; Licensor=Larry Black; Method=text,2024-03-06,"Complaint, Investigation Inspection","R501-19-3(3)(a)-(j): Supervision and ratio requirements | Finding: The provider was out of compliance with this rule by direct care staff members failing to perform direct supervision line of sight check-ins every 15 minutes. Throughout the investigation, information was gathered through interviews and provider documentation. The evidence substantiated that clients were left unsupervised for longer than 15 minutes and engaged in unsafe behaviors. This is a repeat noncompliance.",,2024-01-26,Follow-Up Inspection,None,,2023-12-27,3rd Unannounced,None,571664; Method=all_failed,2023-09-07,Investigation Inspection,None,,2023-08-01,2nd Unannounced,None,546908; Licensor=:; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93443,Elevations RTC,"2650 W 2700 S, Syracuse, UT, 84075",2022-06-01,2027-05-31,False,2026-05-07,Investigation Inspection,None,,2026-04-28,Investigation Inspection,None,,2025-01-08,Investigation Inspection,None,,2024-12-19,Investigation Inspection,None,,2024-12-19,Investigation Inspection,None,,2024-12-09,Investigation Inspection,None,,2024-12-02,Investigation Inspection,None,,2024-11-07,Investigation Inspection,None,,2024-10-24,Investigation Inspection,None,,2024-10-24,Focus Inspection,"R380-80-6(1)(a)-(i): Client rights | Finding: The provider was out of compliance with this rule by failing to treat clients with dignity and respect.  During an incident around 10/24/2024, a staff member made an inappropriate comment to a client making them feel unsafe.  This was a repeat noncompliance.",,2024-10-15,3rd Unannounced,None,"619367; Census=27; Capacity=90; Contact=Jennifer Wilde, Ryan Mortensen, Eric Flores,; Licensor=Mary Bokinskie/Josilyn Bertrand; Method=text",2024-10-09,"Complaint, Focus Inspection","R380-80-4(5): Provider shall cooperate on any investigations | Finding: The provider was out of compliance with this rule by not cooperating with an investigation. During the attempted inspection, provider administration told Licensing staff they would need to bring justification as to why the department needs to speak with clients. The investigators requested to interview clients and the provider denied the request.",,2024-10-09,Investigation Inspection,None,,2024-10-09,Focus Inspection,"R380-80-6(1)(a)-(i): Client rights | Finding: The provider was out of compliance with this rule by failing to treat clients with dignity and respect.  During an incident on 09/26/2024, a staff member engaged in an inappropriate sexual conversation with multiple clients.  This was a repeat noncompliance.",,2024-09-23,Investigation Inspection,None,,2024-09-05,Investigation Inspection,None,,2024-08-22,Investigation Inspection,None,,2024-08-22,Investigation Inspection,None,,2024-08-21,"Follow-Up Inspection, Non On-Site Inspection",None,,2024-08-07,Non On-Site Inspection,None,
93487,"Heritage Schools Inc,  Spark","5600 N Heritage School Dr, Provo, UT, 84604",2021-12-01,2026-11-30,False,2024-05-02,Investigation Inspection,None,,2024-05-02,Investigation Inspection,None,,2024-03-08,"Unannounced, Annual Inspection",None,584313; Census=178; Contact=Chester Powelson; Licensor=Heather Holbrook; Method=text,2024-03-05,Non On-Site Inspection,None,,2024-01-02,Follow-Up Inspection,None,,2023-12-20,Non On-Site Inspection,None,,2023-12-12,Investigation Inspection,None,,2023-11-15,Investigation Inspection,None,,2023-10-19,"Announced, Annual Inspection",None,566018; Census=0; Contact=Licensor(s) Conducting this Inspection: Jennifer Buss OL Staff Observing Inspection: Rusty Hendrickson; Licensor=Jennifer Buss; Method=text,2023-10-18,Investigation Inspection,None,,2023-10-18,Non On-Site Inspection,None,,2023-08-23,Non On-Site Inspection,None,,2023-08-23,Non On-Site Inspection,None,,2023-08-16,Investigation Inspection,None,,2023-08-10,Non On-Site Inspection,None,,2023-08-10,Non On-Site Inspection,None,,2023-07-27,3rd Unannounced,None,546954; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text,2023-06-13,3rd Unannounced,None,541510; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text,,,,,,,,
105460,Juniper Haven,"675 E 400 N, Logan, UT, 84321",2023-09-28,2026-09-30,False,2024-01-23,"Unannounced, Annual Inspection",None,575935; Census=4; Contact=Melissa Adamson; Licensor=Josilyn Bertrand; Method=text,2024-01-22,Investigation Inspection,None,,2023-12-04,Non On-Site Inspection,None,,2023-09-07,Pre-Inspection,None,555981; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text | 566459; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text,2023-09-07,Pre-Inspection,None,555981; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text | 566459; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94205,Kiva Treatment Center,"652 Shady Ln, Toquerville, UT, 84774",2022-10-25,2026-10-31,False,2024-04-23,3rd Unannounced,None,592234; Census=24; Contact=Rueben; Licensor=Larry Black; Method=text,2024-04-10,Investigation Inspection,None,,2024-04-10,Investigation Inspection,None,,2024-02-27,Follow-Up Inspection,None,,2024-02-07,Follow-Up Inspection,None,,2024-02-07,Investigation Inspection,None,,2024-02-07,Focus Inspection,"R380-600-7(16)(a)-(d): Critical incidents reporting requirements | Finding: The provider was out of compliance with this rule by failing to report a physical restraint incident to the Office of Licensing within one business day. During an inspection, it was observed that a physical restraint incident occurred on 01/26/2024 and was submitted by the provider to the Office of Licensing on 02/01/2024. This is a repeat noncompliance.",,2024-01-18,Focus Inspection,"R495-876-6(1)(a)-(g): Client rights | Finding: The provider was out of compliance with this rule by failing to report multiple allegations of verbal and physical abuse to the applicable investigative agencies. During the investigation inspection, interviews disclosed allegations of verbal and physical abuse by staff members. Some provider staff were aware of these allegations and conducted an internal investigation and did not report the allegations to the applicable investigative agencies. || R495-876-6(1)(a)-(g): Client rights | Finding: The provider was out of compliance with this rule on 2 separate occasions by;
1. Multiple staff members failing to treat clients with dignity . During the investigation inspection, multiple interviews disclosed that staff yell at, swear at, and make belittling comments to some clients. During the investigation inspection, interviews substantiated that some staff members yell at and antagonize clients. It was reported that some staff members tell clients to “shut the fuck up”, 
2. A staff member causing potential harm and acts of violence. During an investigation inspection, multiple interviews substantiated that a staff member made verbal threats to a client and punched a hole in a hallway wall. || R501-1-4(5)(a)-(l): Congregate care behavior management policy | Finding: The provider was out of compliance with this rule on 3 separate occasions by:

1. Failing to defer to the least restrictive method of behavior management available to control a situation and using behavior management techniques that were not trauma-informed and appropriate for the client’s behavior. During the investigation inspection, multiple interviews disclosed  that 2 staff members conducted physical restraints on 2 clients that were not a danger to themselves or others. It was disclosed that the physical restraints were unnecessary, overly aggressive, and caused the clients undue physical discomfort and pain.
2. Staff members using an unnecessary physical restraint that caused the client undue physical discomfort and pain. During the investigation inspection, interviews and provider documentation substantiated that a client was placed in an unnecessary restraint for choosing to sleep on the floor.
3. Staff members using an unnecessary restraint on a client that caused a client undue physical discomfort and pain. During the investigation inspection, interviews substantiated that some staff members consistently use pain compliance techniques when conducting physical restraints on clients that are not an immediate harm to themselves or others.",,2024-01-11,2nd Unannounced,R501-1-15(4): Residential program unsupervised staff requirements | Finding: The provider was out of compliance with this rule by not supervising staff with an unapproved background check. During the inspection the licensor observed that a staff member requiring supervision was working with clients unsupervised.,574169; Census=22; Capacity=24; Contact=of this; Licensor=Larry Black; Method=text,2023-10-16,"Follow-Up Inspection, Non On-Site Inspection",None,,2023-10-16,"Investigation Inspection, Unannounced, Annual Inspection",None,,2023-09-26,"Announced, Annual Inspection",R501-14-5(2)(a)-(d): Submitting application for an initial background screening | Finding: The provider was out of compliance with this rule by not associating an employee within 2 weeks. During the inspection background checks were reviewed and a staff was associated outside the time frame.,556419; Census=17; Contact=McCabe Peterson; Licensor=:; Method=text,2023-06-08,2nd Unannounced,None,538215; Census=11; Contact=McCabe Peterson; Licensor=:; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93496,"Live For Life dba Live For Life Sequoia, LLC","8783 S 2240 W, West Jordan, UT, 84088",2021-12-01,2026-11-30,False,2023-10-26,"Announced, Annual Inspection",None,561548; Contact=Heather Holbrook Rob Jones; Licensor=:; Method=text,2023-10-05,Follow-Up Inspection,None,,2023-09-19,Investigation Inspection,None,,2023-08-08,3rd Unannounced,None,548434; Census=11; Contact=Heather Holbrook; Licensor=:; Method=text,2023-08-01,Investigation Inspection,None,,2023-07-05,Investigation Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93521,Logan River Academy LLC dba Logan River Academy,"1683 S Highway 89/91, Logan, UT, 84321",2022-10-01,2026-09-30,False,2023-11-21,"Follow-Up Inspection, Unannounced, Annual Inspection",None,,2023-11-15,Non On-Site Inspection,None,,2023-10-24,Investigation Inspection,None,,2023-09-12,Non On-Site Inspection,None,,2023-08-10,"Announced, Annual Inspection",None,549917; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text,2023-08-01,Investigation Inspection,None,,2023-06-29,Investigation Inspection,None,,2023-06-23,Investigation Inspection,None,,2023-06-22,Investigation Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93527,New Beginnings Behavioral Health,"217 E Scenic Peak Cove, Draper, UT, 84020",2022-01-01,2026-12-31,False,2024-08-29,3rd Unannounced,"R501-19-3(3)(a)-(j): Supervision and ratio requirements | Finding: The provider was out of compliance with this rule by not having two direct care staff on duty and by being out of one to four ratio with staff to clients. At the facility during interviews with staff and clients it was reported that one week ago on a Sunday only one staff was at the facility during the day shift. This is a repeat non-compliance. || R501-1-8(1)(a)-(i): Facility and safety requirements | Finding: The provider was out of compliance with this rule by having a non-functioning toilet and ventilation fan in room three. At the facility, during the walkthrough the toile and ventilation fan in room three did not work. The is a repeat non-compliance.",612661; Census=4; Capacity=16; Contact=Sadie Howell; Licensor=Kacee Arrington; Method=text,2024-08-02,Non On-Site Inspection,None,,2024-06-21,2nd Unannounced,None,601700; Census=6; Capacity=16; Contact=Davis Day; Licensor=Kacee Arrington; Method=text,2024-04-12,Investigation Inspection,None,,2024-03-19,Investigation Inspection,None,,2024-03-13,Investigation Inspection,None,,2024-03-13,Investigation Inspection,None,,2024-03-13,Investigation Inspection,None,,2024-02-28,"Unannounced, Annual Inspection",None,582673; Census=9; Capacity=16; Contact=Davis Day; Licensor=Kacee Arrington; Method=text,2023-12-21,Non On-Site Inspection,None,,2023-12-14,"Announced, Annual Inspection",None,,2023-08-31,3rd Unannounced,None,554780; Census=12; Contact=Davis Day / Femia Pittman; Licensor=Heather Holbrook; Method=text,2023-08-01,"Investigation Inspection, Non On-Site Inspection",None,,2023-07-03,Investigation Inspection,None,,2023-06-29,Investigation Inspection,None,,2023-06-29,"Investigation Inspection, Non On-Site Inspection",None,,,,,,,,,,,,,,,,,
93711,Oakgrove School/Waterfall Canyon Academy dba Residential Treatment One,"818 N 950 E, Ogden, UT, 84414",2022-02-01,2027-01-31,False,2024-02-08,"Unannounced, Annual Inspection",None,579054; Census=8; Capacity=12; Contact=Sarah Martinez; Licensor=Josilyn Bertrand; Method=text,2024-01-22,Investigation Inspection,None,,2023-11-02,"Announced, Annual Inspection",None,566025; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text,2023-09-06,Non On-Site Inspection,None,,2023-08-23,"Unannounced, Annual Inspection",None,551628; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text,2023-07-07,Non On-Site Inspection,None,,2023-06-27,2nd Unannounced,None,544947; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93712,Oakgrove School/Waterfall Canyon Academy dba Residential Treatment Two,"700 25th St, Ogden, UT, 84401",2022-02-01,2027-01-31,False,2023-11-14,Non On-Site Inspection,None,,2023-11-01,"Announced, Annual Inspection",None,566036; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text,2023-10-11,Investigation Inspection,None,,2023-08-23,"Unannounced, Annual Inspection",None,551067; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text,2023-07-03,Non On-Site Inspection,None,,2023-06-27,2nd Unannounced,None,541337; Contact=Licensor(s) Conducting this Inspection: OL Staff Observing Inspection:; Licensor=:; Method=text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93542,Ascent Behavioral Hospital - Residential,"1624 E 4500 S, Salt Lake City, UT, 84117",2022-10-01,2027-02-28,False,2024-02-09,"Announced, Annual Inspection",None,579358; Census=14; Capacity=30; Contact=Eric Ricks; Licensor=Kacee Arrington; Method=text,2024-02-09,Follow-Up Inspection,None,579358; Census=14; Capacity=30; Contact=Eric Ricks; Licensor=Kacee Arrington; Method=text,2024-02-05,Investigation Inspection,None,,2024-01-24,Non On-Site Inspection,None,,2024-01-04,Investigation Inspection,None,,2024-01-04,Focus Inspection,R501-1-4(5)(a)-(l): Congregate care behavior management policy | Finding: The provider was out of compliance with this rule by failing to comply with Section 26B-2-123.  During the investigation inspection multiple interviews substantiated that staff members conducted an unnecessary physical restraint on a client that was not in imminent harm to self others or property.,,2024-01-02,Follow-Up Inspection,None,,2023-12-28,"Unannounced, Annual Inspection",None,571937; Licensor=:; Method=text,2023-09-06,Investigation Inspection,None,,2023-09-06,Investigation Inspection,None,,2023-08-17,Investigation Inspection,None,,2023-08-03,3rd Unannounced,None,547532; Census=19; Contact=Heather Holbrook; Licensor=:; Method=text,2023-06-06,Investigation Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93537,"OASIS Ascent (DT, RT, OT)","122 N 600 W, Provo, UT, 84601",2022-01-01,2026-12-31,False,2025-01-30,"Unannounced, Annual Inspection",None,634488; Census=25; Contact=Vanessa Williams 01/30/2025; Licensor=MeRee Jacobsen; Method=text,2025-01-16,Investigation Inspection,None,,2025-01-07,Investigation Inspection,None,,2024-12-26,Investigation Inspection,None,,2024-12-19,Investigation Inspection,None,,2024-12-19,Investigation Inspection,None,,2024-12-16,Non On-Site Inspection,None,,2024-12-10,"Announced, Annual Inspection",R501-1-15(4): Residential program unsupervised staff requirements | Finding: The provider was out of compliance with this rule by not submitting a new application for background check prior to staff working on site. During the inspection a staff on the staff list did not have a new background check application submitted as requested by the Department of Licensing and Background Screening.,627717; Census=20; Capacity=52; Contact=Vanessa Williams 12/10/2024; Licensor=MeRee Jacobsen; Method=text,2024-10-25,Non On-Site Inspection,None,,2024-10-01,Investigation Inspection,None,,2024-09-25,Non On-Site Inspection,None,,2024-09-17,3rd Unannounced,"R501-1-8(1)(a)-(i): Facility and safety requirements | Finding: The provider was out of compliance with this rule by not maintaining plumbing and electrical in operating order and in clean and safe condition. At the facility, during the walkthrough two toilet seats in the basement bathroom toilets were missing, multiple toilets were missing the tank covers in the facility, outlets and light switches were missing their covers, there was exposed wires on a thermostat and mold in one shower.",615127; Census=15; Capacity=48; Contact=Aaron Samudio; Licensor=Kacee Arrington; Method=text,2024-09-09,Non On-Site Inspection,None,,2024-09-05,Investigation Inspection,None,,2024-09-05,Investigation Inspection,None,,2024-08-26,Investigation Inspection,None,,2024-06-28,2nd Unannounced,None,603220; Census=15; Capacity=52; Contact=Reggie Wilson; Licensor=Kacee Arrington; Method=text,2024-05-30,Follow-Up Inspection,None,,2024-05-29,"Follow-Up Inspection, Non On-Site Inspection",None,,2024-05-28,Non On-Site Inspection,None,
